"lga_id","schools_pri_junsec_total","classrooms_total","schools_func_potable_water","schools_improved_sanit","benches_school_ratio","benches_pupil_ratio","desks_school_ratio","desks_pupil_ratio","teachers_total","teachers_qualified","teachers_attended_training","txt_pupil_ratio","percent_teaching_guides","schools_use_teaching_aids","num_primary_schools","num_junior_secondary_schools","num_senior_secondary_schools","num_schools","proportion_schools_1kmplus_catchment_primary","proportion_schools_1kmplus_catchment_juniorsec","proportion_schools_1kmplus_ss","proportion_students_3kmplus_primary","proportion_students_3kmplus_juniorsec","proportion_schools_potable_water_primary","proportion_schools_potable_water_juniorsec","proportion_schools_improved_sanitation_primary","proportion_schools_improved_sanitation_juniorsec","proportion_schools_gender_sep_toilet_primary","proportion_schools_gender_sep_toilet_juniorsec","pupil_toilet_ratio_primary","pupil_toilet_ratio_secondary","proportion_schools_power_access_primary","proportion_schools_power_access_juniorsec","proportion_classrooms_need_major_repair_primary","proportion_classrooms_need_major_repair_juniorsec","proportion_classrooms_need_minor_repair_primary","proportion_classrooms_need_minor_repair_juniorsec","proportion_schools_covered_roof_good_cond_primary","proportion_schools_covered_roof_good_cond_juniorsec","proportion_schools_with_clinic_dispensary_primary","proportion_schools_with_clinic_dispensary_juniorsec","proportion_schools_with_first_aid_kit_primary","proportion_schools_with_first_aid_kit_juniorsec","proportion_schools_fence_good_cond_primary","proportion_schools_fence_good_cond_juniorsec","student_classroom_ratio_lga_primary","student_classroom_ratio_lga_juniorsec","proportion_schools_hold_classes_outside_primary","proportion_schools_hold_classes_outside_juniorsec","proportion_schools_two_shifts_primary","proportion_schools_two_shifts_juniorsec","proportion_schools_multigrade_classrooms_primary","proportion_schools_multigrade_classrooms_juniorsec","proportion_schools_chalkboard_all_rooms_primary","proportion_schools_chalkboard_all_rooms_juniorsec","pupil_bench_ratio_lga_primary","pupil_bench_ratio_lga_juniorsec","pupil_desk_ratio_lga_primary","pupil_desk_ratio_lga_juniorsec","primary_school_pupil_teachers_ratio_lga","junior_secondary_school_pupil_teachers_ratio_lga","teacher_nonteachingstaff_ratio_lga_primary","teacher_nonteachingstaff_ratio_lga_juniorsec","proportion_teachers_nce_primary","proportion_teachers_nce_juniorsec","proportion_teachers_training_last_year_primary","proportion_teachers_training_last_year_juniorsec","proportion_schools_delay_pay_primary","proportion_schools_delay_pay_juniorsec","proportion_schools_missed_pay_primary","proportion_schools_missed_pay_juniorsec","num_textbooks_per_pupil_primary","num_textbooks_per_pupil_juniorsec","proportion_provide_exercise_books_primary","proportion_provide_exercise_books_juniorsec","proportion_provide_pens_pencils_primary","proportion_provide_pens_pencils_juniorsec","proportion_natl_curriculum_primary","proportion_natl_curriculum_juniorsec","proportion_teachers_with_teacher_guide_primary","proportion_teachers_with_teacher_guide_juniorsec","proportion_schools_functioning_library_primary","proportion_schools_functioning_library_juniorsec","num_preprimary_level","num_preprimary_primary_level","num_primary_level","num_primary_js_level","num_js_level","num_js_ss_level","num_ss_level","num_primary_js_ss_level","num_other_level","student_teacher_ratio_lga","proportion_teachers_nce","number_classrooms_need_major_repair","classrooms_num_chalkboards","literacy_rate","gross_enrollment_ratio_primary_education","gross_enrollment_ratio_secondary_education","percentage_households_with_access_to_improved_water_sources","percentage_households_with_access_to_improved_sanitation","p_tested","p_births","num_level_1_health_facilities","num_level_2_health_facilities","num_level_3_health_facilities","num_level_4_health_facilities","num_level_other_health_facilities","num_health_facilities","proportion_health_facilities_inpatient_care","proportion_health_facilities_open_24_7","num_doctors","num_nursemidwives_midwives","num_nurses","num_chews","num_lab_techs","proportion_staff_paid","proportion_health_facilities_routine_immunization","proportion_growth_monitoring","proportion_deworming","proportion_no_user_fees_child_health","proportion_at_least_1_sba","proportion_antenatal","proportion_delivery_24_7","proportion_access_functional_emergency_transport","proportion_family_planning","proportion_delivery_no_user_fees","proportion_health_facilities_hiv_testing","proportion_malaria_testing","proportion_act_treatment_for_malaria","proportion_malaria_prevention_pregnancy","proportion_offer_bednets","proportion_no_user_fees_malaria","proportion_health_facilities_tb_treatment","proportion_health_facilities_tb_testing","proportion_any_power_access","proportion_improved_water_source","proportion_functional_sanitation","proportion_mobile_coverage","proportion_health_facilities_med_waste_separated","proportion_stockout_essential_meds","num_skilled_health_providers_per_1000","num_chews_per_1000","num_health_facilities_c_sections","X_lga_id","num_improved_water_points","num_taps","num_handpumps","num_unimproved_points","X_lga_id.1","percentage_functional_improved","percentage_functional_taps","X_lga_id.2","population_improved_water_points","population_improved_functional_water_points","percentage_population_improved","X_lga_id.3","num_diesel","percentage_diesel_functional","num_electric","percentage_electric_functional","num_solar","percentage_solar_functional","area_sq_km","zone","state","num_overhead_tanks"
38,30,260,0.233333333333333,0.3,74.6666666666667,0.54714215925745,7.93333333333333,0.0581338544211041,276,91,115,0.183439179286761,73.3333333333333,22,21,9,0,30,0.476190476190476,0.666666666666667,0.285714285714286,0.476190476190476,0.444444444444444,0.19047619047619,0.333333333333333,0.238095238095238,0.444444444444444,0.238095238095238,0.555555555555556,Inf,Inf,0.333333333333333,0.555555555555556,0.452631578947368,0.185714285714286,0.221052631578947,0.371428571428571,0.285714285714286,0.333333333333333,0,0,0.238095238095238,0.333333333333333,0.142857142857143,0.111111111111111,16.9105263157895,12.5857142857143,0.0476190476190476,0,0,0,0.238095238095238,0,0.857142857142857,0.888888888888889,2.26586741889986,1.07177615571776,27.228813559322,7.34166666666667,18.5722543352601,8.55339805825243,1.09493670886076,1.25609756097561,0.450867052023121,0.12621359223301,0.583815028901734,0.135922330097087,0.142857142857143,0.444444444444444,0,0.111111111111111,0.191721132897603,0.153234960272418,0.0476190476190476,0,0.0476190476190476,0,1,0.888888888888889,0.761904761904762,0.666666666666667,0.0476190476190476,0.333333333333333,0,12,6,3,7,2,0,0,0,14.8333333333333,0.329710144927536,99,NA,88,1.30909090909091,1.30909090909091,90.9090909090909,40.9090909090909,38.69565,78.37838,0,0,3,3,2,8,0.875,0.375,8,14,3,61,11,0.375,0.75,0.875,0.75,1,0.625,1,0,0.5,0.75,1,0.375,0.375,1,0.875,1,NA,0.125,0.125,0.25,0.875,0.875,0,0.5,0.75,657.894736842105,1605.26315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,67,757,0.191176470588235,0.426470588235294,211.164179104478,0.696999702940885,210.731343283582,0.693088424596495,1120,566,464,0.806023899165166,69.1176470588235,47,49,18,0,68,0.122448979591837,0.388888888888889,0.387755102040816,0.469387755102041,0.888888888888889,0.163265306122449,0.277777777777778,0.428571428571429,0.444444444444444,0.75,0.714285714285714,61.1725888324873,77.152380952381,0.326530612244898,0.666666666666667,0.346534653465347,0.275,0.261386138613861,0.35,0.224489795918367,0.333333333333333,0.0612244897959184,0.0555555555555556,0.714285714285714,0.722222222222222,0.183673469387755,0.333333333333333,23.9544554455446,33.7541666666667,0.0612244897959184,0.0555555555555556,0.0204081632653061,0,0.36734693877551,0.0555555555555556,0.673469387755102,0.777777777777778,1.65417749213729,1.19748706577975,1.67757592566912,1.19342958161461,22.443413729128,14.2372583479789,4.76991150442478,4.66393442622951,0.773654916512059,0.240773286467487,0.558441558441558,0.282952548330404,0.163265306122449,0.277777777777778,0.0408163265306122,0.0555555555555556,1.48069241011984,0.29650912225255,0.0816326530612245,0.111111111111111,0.0204081632653061,0,0.816326530612245,0.777777777777778,0.714285714285714,0.666666666666667,0.26530612244898,0.166666666666667,1,16,30,2,6,12,0,1,0,18.3892857142857,0.505357142857143,247,642,70.4347826086957,1.15094339622642,1.15094339622642,60.2040816326531,5.10204081632653,NA,NA,1,16,5,1,2,25,0.6,0.823529411764706,7,31,13,53,7,0.772727272727273,0.772727272727273,0.272727272727273,NA,0.909090909090909,0.52,0.84,0.4,0.92,0.68,0.933333333333333,0.227272727272727,0.227272727272727,0.181818181818182,0.857142857142857,0.181818181818182,NA,0.48,0.181818181818182,0.636363636363636,0.928571428571429,0.833333333333333,0,0.636363636363636,1,1307.69230769231,1358.97435897436,2,NA,NA,7,39,111,NA,0.306306306306306,0,NA,NA,NA,NA,NA,4,0.5,1,0,13,0.384615384615385,660.5878138,"Southwest","Ondo",65
40,129,1950,0.293233082706767,0.451127819548872,194.650793650794,0.412223033844655,207.404761904762,0.437145639848343,3384,1774,1298,0.885310593518245,54.8872180451128,73,102,27,0,133,0.127450980392157,0.148148148148148,0.22680412371134,0.633663366336634,0.8,0.254901960784314,0.444444444444444,0.392156862745098,0.592592592592593,0.559322033898305,0.421052631578947,103.635294117647,123.843137254902,0.411764705882353,0.925925925925926,0.373610081541883,0.412811387900356,0.198665678280208,0.122775800711744,0.176470588235294,0.222222222222222,0.0686274509803922,0.222222222222222,0.617647058823529,0.666666666666667,0.186274509803922,0.222222222222222,26.6026785714286,42.8507194244604,0.0882352941176471,0,0,0,0.225490196078431,0.111111111111111,0.72,0.76,2.5560225200222,2.27788296817239,2.48604041338886,2.07609499548032,19.9679380873411,16.8202396804261,4.03111111111111,3.80653266331658,0.696340797378482,0.318151815181518,0.430912069907155,0.329372937293729,0.176470588235294,0.153846153846154,0.117647058823529,0.0769230769230769,1.1646468682026,0.593526847816007,0.00980392156862745,0,0.0196078431372549,0,0.617647058823529,0.703703703703704,0.568627450980392,0.481481481481481,0.225490196078431,0.592592592592593,4,54,38,5,5,22,0,5,0,18.5238523852385,0.524231678486998,746,1754,71.4912280701754,1.05714285714286,1.05714285714286,31.6326530612245,7.14285714285714,7.647059,26.08696,1,23,3,3,7,37,0.891891891891892,0.774193548387097,44,41,44,80,14,1,0.967741935483871,0.516129032258065,NA,0.935483870967742,0.486486486486487,0.945945945945946,0.459459459459459,0.567567567567568,0.756756756756757,0.875,0.225806451612903,0.258064516129032,0.225806451612903,0.571428571428571,0.0967741935483871,NA,0.297297297297297,0.032258064516129,0.774193548387097,0.8,0.782608695652174,0.032258064516129,0.67741935483871,1,3225,2000,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,101,758,0.138613861386139,0.217821782178218,56.2871287128713,0.402164685908319,14.6831683168317,0.104909451046972,1551,916,314,0.110356536502547,50.4950495049505,51,79,22,0,101,0.278481012658228,0.409090909090909,0.692307692307692,0.341772151898734,0.590909090909091,0.126582278481013,0.181818181818182,0.189873417721519,0.318181818181818,0.227848101265823,0.318181818181818,284.15,138.5,0,0.0454545454545455,0.502369668246445,0.536,0.184834123222749,0.224,0.139240506329114,0.227272727272727,0,0,0.329113924050633,0.454545454545455,0.0379746835443038,0,17.955766192733,22.16,0.30379746835443,0.0454545454545455,0.0506329113924051,0,0.354430379746835,0.272727272727273,0.79746835443038,1,2.77422504271418,1.74433249370277,24.0295983086681,2.74257425742574,11.0779727095517,5.27619047619048,8.015625,131.25,0.620857699805068,0.531428571428571,0.242690058479532,0.123809523809524,0.936708860759494,0.818181818181818,0,0,0.121942635931726,0.0628158844765343,0.0126582278481013,0,0,0,0.683544303797468,0.681818181818182,0.430379746835443,0.772727272727273,0.0632911392405063,0.0909090909090909,1,9,69,0,17,5,0,0,0,9.11411992263056,0.590586718246293,385,NA,42.2382671480144,0.931034482758621,0.931034482758621,74.2268041237113,24.7422680412371,17.47968,27.90698,0,27,18,0,1,46,0.739130434782609,0.956521739130435,2,29,9,189,17,0.934782608695652,0.956521739130435,0.58695652173913,0.826086956521739,1,0.152173913043478,0.891304347826087,0,0.391304347826087,0.91304347826087,1,0.260869565217391,0.347826086956522,0.978260869565217,0.478260869565217,0.5,NA,0.108695652173913,0.173913043478261,0.130434782608696,0.5,0.195652173913043,0,0.608695652173913,0.804347826086957,975.609756097561,4609.75609756098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,121,603,0.396694214876033,0.305785123966942,29.9333333333333,0.0965438366481631,39.6833333333333,0.128427571201428,970,290,269,0.880587875076546,47.9338842975207,58,109,12,0,121,0.128440366972477,0.5,0.610526315789474,0.169811320754717,0.583333333333333,0.339449541284404,0.916666666666667,0.256880733944954,0.75,0.3125,0.166666666666667,228.454545454545,105.333333333333,0.00917431192660551,0.25,0.476288659793814,0.126126126126126,0.363825363825364,0.324324324324324,0.137614678899083,0.25,0,0.166666666666667,0.477064220183486,0.75,0.00917431192660551,0,66.5733333333333,48.3963963963964,0.798165137614679,0,0.036697247706422,0,0.660550458715596,0.333333333333333,0.446601941747573,0.666666666666667,19.2526847757423,2.8604898828541,10.6749562171629,3.07146941109205,42.755894590846,31.6,5.79710144927536,2.15189873417722,0.26375,0.464705882352941,0.27875,0.270588235294118,0.119266055045872,0.166666666666667,0,0.0833333333333333,1.00657536955554,0.283505154639175,0.165137614678899,0.0833333333333333,0.100917431192661,0.0833333333333333,0.715596330275229,0.833333333333333,0.440366972477064,0.833333333333333,0.036697247706422,0.25,0,69,39,0,5,7,0,1,0,40.6273849607183,0.298969072164948,247,428,52.3605150214592,0.631067961165049,0.631067961165049,65.3061224489796,22.4489795918367,1.156069,1.886792,20,3,1,0,0,24,0.0416666666666667,0,0,2,1,16,0,0.833333333333333,0.791666666666667,0.166666666666667,NA,0.833333333333333,0.0416666666666667,0.416666666666667,0,0.958333333333333,0.166666666666667,1,0,0.0416666666666667,0.375,1,0.0416666666666667,NA,0.125,0,0.0833333333333333,1,0.333333333333333,0,0.583333333333333,1,71.4285714285714,380.952380952381,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,34,391,0.486486486486487,0.594594594594595,104.235294117647,0.44544997486174,139.411764705882,0.59577677224736,294,170,127,2.41424619640387,91.8918918918919,34,31,3,3,37,0.161290322580645,0.666666666666667,0.580645161290323,0.0967741935483871,1,0.451612903225806,0.666666666666667,0.580645161290323,0.666666666666667,0.6,0,61.8636363636364,195.8,0.161290322580645,0.333333333333333,0.197879858657244,0.45,0.247349823321555,0.15,0.290322580645161,0.666666666666667,0.032258064516129,0,0.290322580645161,0,0.161290322580645,0,24.6537102473498,48.95,0.032258064516129,0,0.161290322580645,0.333333333333333,0.225806451612903,0.666666666666667,0.516129032258065,0.333333333333333,2.23693491503687,2.30352941176471,1.76856780735108,1.2314465408805,38.3351648351648,89,2.52777777777778,3.66666666666667,0.685393258426966,0.636363636363636,0.598901098901099,0.727272727272727,0.1,0.333333333333333,0,0,2.41424619640387,NA,0.0967741935483871,0,0.032258064516129,0,0.870967741935484,1,0.903225806451613,1,0.161290322580645,0,0,6,24,1,3,0,3,0,0,45.0068027210884,0.586206896551724,74,216,44.7698744769874,0.153846153846154,0.153846153846154,45.2631578947368,36.8421052631579,4.864865,2.325581,7,3,7,0,2,19,0.631578947368421,0.75,3,28,18,27,10,1,0.833333333333333,0.222222222222222,NA,0.777777777777778,0.263157894736842,0.578947368421053,0.368421052631579,0.684210526315789,0.631578947368421,0.857142857142857,0.444444444444444,0.388888888888889,0.388888888888889,0.727272727272727,0,NA,0.0526315789473684,0.277777777777778,0.666666666666667,0.4,0.857142857142857,0,0.777777777777778,1,1139.53488372093,627.906976744186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,138,1844,0.672955974842767,0.805031446540881,266.826086956522,0.248172820194719,276.478260869565,0.259787660580562,4037,1285,1745,0.966444414206014,57.8616352201258,92,103,35,18,159,0.274509803921569,0.428571428571429,0.306122448979592,0.647058823529412,0.5625,0.58252427184466,0.771428571428571,0.757281553398058,0.885714285714286,0.770114942528736,0.882352941176471,126.797891036907,152.41796875,0.543689320388349,0.914285714285714,0.322772277227723,0.159615384615385,0.20990099009901,0.196153846153846,0.388349514563107,0.485714285714286,0.0970873786407767,0.171428571428571,0.766990291262136,0.657142857142857,0.233009708737864,0.542857142857143,68.0950455005056,76.8090551181102,0.0776699029126214,0.142857142857143,0.00970873786407767,0,0.728155339805825,0.342857142857143,0.663265306122449,0.676470588235294,4.39228804281718,3.49507345037621,4.26820330969267,3.25755551845049,46.1162196679438,30.2472868217054,2.08488063660477,4.9625468164794,0.552546744036106,0.263396226415094,0.45959595959596,0.390188679245283,0.00980392156862745,0.171428571428571,0.0196078431372549,0.114285714285714,1.09552032637852,0.250912652479744,0.058252427184466,0.0285714285714286,0.058252427184466,0.142857142857143,0.640776699029126,0.828571428571429,0.553398058252427,0.628571428571429,0.16504854368932,0.4,2,96,2,3,22,13,18,2,1,34.1009921139659,0.320929070929071,453,1450,91.2457912457912,1.125,1.125,89.6907216494845,52.5773195876289,38.68313,91.11111,6,3,19,6,16,50,0.62,0.806451612903226,115,131,65,40,25,1,1,0.666666666666667,NA,0.777777777777778,0.86,0.94,0.5,0.92,0.88,0.714285714285714,0.296296296296296,0.444444444444444,0.666666666666667,0.936170212765957,0.481481481481481,NA,0.46,0.148148148148148,0.888888888888889,0.916666666666667,0.846153846153846,0,0.888888888888889,1,7068.18181818182,909.090909090909,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,110,455,0.221238938053097,0.327433628318584,19.8818181818182,0.0678271308523409,33.4818181818182,0.114677449927339,620,375,295,1.7233085308877,20.353982300885,23,86,24,0,115,0.162790697674419,0.291666666666667,0.534246575342466,0.337209302325581,0.583333333333333,0.197674418604651,0.291666666666667,0.302325581395349,0.333333333333333,0.444444444444444,0.625,286.741935483871,155.84375,0.0116279069767442,0.0416666666666667,0.532951289398281,0.379310344827586,0.246418338108883,0.149425287356322,0.0697674418604651,0.333333333333333,0,0,0.267441860465116,0.25,0.0348837209302326,0,73.8624641833811,57.3218390804598,0.825581395348837,0.375,0.0813953488372093,0.166666666666667,0.627906976744186,0.458333333333333,0.365853658536585,0.416666666666667,15.4055459272097,11.9879807692308,9.43630573248408,6.20273631840796,60.6068181818182,34.3931034482759,5.78947368421053,3.45238095238095,0.540909090909091,0.813793103448276,0.459090909090909,0.468965517241379,0.952941176470588,1,0.0235294117647059,0,2.0082677959266,0,0.453488372093023,0.208333333333333,0.127906976744186,0.0416666666666667,0.453488372093023,0.625,0.209302325581395,0.166666666666667,0.0465116279069767,0,2,10,76,0,24,0,0,0,1,52.7387096774194,0.604838709677419,235,239,21.4035087719298,0.25,0.25,26.4367816091954,9.19540229885057,4.017857,1.428571,16,8,3,0,6,33,0.8125,0.95,10,17,0,82,3,0.96875,0.870967741935484,0.0967741935483871,NA,0.709677419354839,0.294117647058824,0.545454545454545,0.303030303030303,0.606060606060606,0.666666666666667,0.941176470588235,0.0967741935483871,0.0967741935483871,0.32258064516129,0.888888888888889,0.032258064516129,NA,0.212121212121212,0.0645161290322581,0.375,0.666666666666667,0.8,0,0.78125,1,600,1822.22222222222,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,91,1142,0.673076923076923,0.788461538461538,191.10989010989,0.525804982306156,192.879120879121,0.523597631477524,1276,365,889,4.18360542653484,74.0384615384615,77,68,23,10,104,0.208955223880597,0.545454545454545,0.111111111111111,0.397058823529412,0.727272727272727,0.705882352941177,0.652173913043478,0.794117647058823,0.782608695652174,0.824561403508772,0.904761904761905,39.4775784753363,52.6733668341709,0.75,0.956521739130435,0.200542005420054,0.072289156626506,0.191056910569106,0.42570281124498,0.588235294117647,0.695652173913043,0.117647058823529,0.173913043478261,0.852941176470588,0.608695652173913,0.455882352941176,0.347826086956522,24.7383561643836,43.1358024691358,0.102941176470588,0.130434782608696,0.0441176470588235,0,0.294117647058824,0.0869565217391304,0.630769230769231,0.818181818181818,1.6424738517508,2.61266201395813,1.68445107732488,2.48212171442103,27.4036418816388,27.952,1.25186567164179,7.09259259259259,0.38301043219076,0.182767624020888,0.706408345752608,0.626631853785901,0.0294117647058824,0.217391304347826,0.0147058823529412,0.0869565217391304,4.30404322270379,0.515370705244123,0.102941176470588,0.0434782608695652,0.117647058823529,0.0434782608695652,0.808823529411765,0.652173913043478,0.779411764705882,0.782608695652174,0.544117647058823,0.739130434782609,3,58,4,0,17,6,10,6,0,25.218152866242,0.286050156739812,182,967,86.3813229571984,0.95,0.95,85.1063829787234,50,NA,NA,0,10,12,1,20,43,0.837209302325581,0.942857142857143,80,145,142,14,26,1,0.75,0.75,NA,1,0.930232558139535,0.86046511627907,0.744186046511628,1,0.86046511627907,NA,0.75,0.75,0.5,0.972972972972973,0.5,NA,0.302325581395349,0.25,1,0.5,1,0,1,1,7978.26086956522,304.347826086957,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,27,267,0.321428571428571,0.642857142857143,96.8148148148148,0.186291218969989,86.6296296296296,0.172878844016302,281,146,107,0.27369640787949,21.4285714285714,6,22,5,0,28,0.227272727272727,0.6,0.5,0.181818181818182,0.4,0.318181818181818,0.4,0.636363636363636,0.6,0.647058823529412,0.6,111.540540540541,217.95,0.227272727272727,0.4,0.6,0.590163934426229,0.276041666666667,0.114754098360656,0.0909090909090909,0.2,0.0454545454545455,0.2,0.681818181818182,0.6,0.0909090909090909,0,45.68,71.4590163934426,0.181818181818182,0.4,0,0,0.545454545454545,0.2,0.0909090909090909,0.4,4.95444685466377,6.50597014925373,5.52692075015124,6.41029411764706,48.0842105263158,51.2823529411765,10.7058823529412,9.44444444444444,0.631578947368421,0.305882352941176,0.378947368421053,0.341176470588235,0.35,0,0.3,0,0.376892615886327,0.0704289974764854,0.0454545454545455,0,0,0,0.636363636363636,0.8,0.181818181818182,0.4,0.0454545454545455,0.2,1,20,2,0,0,5,0,0,0,48.3879003558719,0.519572953736655,153,57,64.0394088669951,1.59574468085106,1.59574468085106,22.3529411764706,23.5294117647059,12.69841,53.57143,1,0,4,1,1,7,0.714285714285714,1,1,25,1,43,0,0.666666666666667,0.666666666666667,0.833333333333333,NA,0,0.571428571428571,0.857142857142857,0.571428571428571,1,0.714285714285714,0.2,0,0,0.666666666666667,1,0.5,NA,0.142857142857143,0,0.166666666666667,0,1,0,0.666666666666667,1,574.468085106383,914.893617021277,0,NA,NA,1,0,11,NA,0.363636363636364,1,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,250.7540066,"Southeast","Anambra",10
48,76,639,0.0649350649350649,0.272727272727273,48.5526315789474,0.136313261913557,6.68421052631579,0.0187661618027337,432,212,126,0.0452530476542298,69.7368421052632,53,67,9,1,77,0.791044776119403,0.555555555555556,0.672413793103448,0.82089552238806,0.777777777777778,0.0597014925373134,0.111111111111111,0.238805970149254,0.444444444444444,0.223880597014925,0.444444444444444,501,232.461538461538,0.0447761194029851,0.333333333333333,0.605660377358491,0.575757575757576,0.139622641509434,0.262626262626263,0.149253731343284,0,0,0,0.343283582089552,0.333333333333333,0.0149253731343284,0,45.3735849056604,30.5252525252525,0.439393939393939,0.222222222222222,0,0,0.166666666666667,0.444444444444444,0.666666666666667,0.555555555555556,8.28669882839421,3.83502538071066,130.695652173913,9.32716049382716,70.3157894736842,36.4096385542169,26.3076923076923,8.3,0.505847953216374,0.44578313253012,0.277777777777778,0.325301204819277,0.0757575757575758,0.222222222222222,0.0454545454545455,0.222222222222222,0.0457834331337325,0.0410324288550629,0.0606060606060606,0,0.0303030303030303,0,0.909090909090909,0.777777777777778,0.651515151515151,1,0.0454545454545455,0.111111111111111,8,44,14,0,3,6,1,1,0,62.974537037037,0.490740740740741,383,NA,76.5957446808511,1.15966386554622,1.15966386554622,NA,1.01010101010101,15.34391,37.5,2,3,14,0,2,21,0.714285714285714,0.952380952380952,1,7,0,30,0,0.142857142857143,0.727272727272727,0.636363636363636,0.636363636363636,0.545454545454545,0.318181818181818,0.772727272727273,0,0,0.318181818181818,0.545454545454545,0,0,0.863636363636364,0.5,0.772727272727273,NA,0.0476190476190476,0,0.136363636363636,0.285714285714286,0.409090909090909,0,0.863636363636364,0.318181818181818,166.666666666667,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,73,921,0.324675324675325,0.623376623376623,60.8472222222222,0.165857015626265,87.8333333333333,0.235567970204842,1012,441,396,1.24475190839695,23.3766233766234,18,57,16,1,77,0.333333333333333,0.6875,0.327272727272727,0.43859649122807,0.625,0.315789473684211,0.3125,0.596491228070175,0.875,0.470588235294118,0.466666666666667,68.1851851851852,74.1259259259259,0.245614035087719,0.8125,0.377207062600321,0.367424242424242,0.22792937399679,0.231060606060606,0.175438596491228,0.25,0.0175438596491228,0,0.491228070175439,0.625,0.192982456140351,0.125,26.8699839486356,43.1325757575758,0.245614035087719,0.0625,0,0,0.491228070175439,0.0625,0.192982456140351,0.5,6.91164327002477,4.7534328358209,4.17664670658683,4.3964660408614,25.5572519083969,37.2124183006536,16.375,7.28571428571429,0.586259541984733,0.163398692810458,0.387786259541985,0.392156862745098,0.245614035087719,0.0625,0.0350877192982456,0,1.6585965575941,0.668305962940195,0.0175438596491228,0,0,0,0.596491228070175,0.75,0.192982456140351,0.3125,0.385964912280702,0.875,2,54,3,0,0,16,1,0,1,28.804347826087,0.435770750988142,349,433,78.7878787878788,1.33333333333333,1.33333333333333,40.2298850574713,73.5632183908046,25,84,0,0,11,1,10,22,0.909090909090909,0.954545454545455,19,66,38,70,6,1,0.846153846153846,0.615384615384615,NA,0,0.863636363636364,1,0.863636363636364,1,0.636363636363636,0.153846153846154,0.384615384615385,0.153846153846154,1,0.909090909090909,0.615384615384615,NA,0.136363636363636,0,1,0.583333333333333,1,0,0.769230769230769,1,2510.20408163265,1428.57142857143,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,78,516,0.0111111111111111,0.0888888888888889,19.4605263157895,0.0515169850462443,53.1447368421053,0.146209698331749,516,302,295,0.532302188552189,18.8888888888889,17,63,15,11,90,0.163934426229508,0.533333333333333,0.54,0.344262295081967,0.8,0,0.0666666666666667,0.0793650793650794,0.133333333333333,0.666666666666667,0,580.969696969697,566.571428571429,0,0.0666666666666667,0.342931937172775,0.412698412698413,0.369109947643979,0.333333333333333,0.111111111111111,0.2,0,0,0.0634920634920635,0.333333333333333,0.0476190476190476,0,50.7918918918919,58.2539682539683,0.0952380952380952,0,0.0317460317460317,0.0666666666666667,0.746031746031746,0.4,0.220338983050847,0.384615384615385,21.9108571428571,12.5110410094637,7.50371819960861,4.78985507246377,63.4834437086093,30.0454545454545,2.82727272727273,2.69387755102041,0.761146496815287,0.265151515151515,0.652866242038217,0.446969696969697,0,0.0714285714285714,0,0,0.590533980582524,0.152689873417722,0.0476190476190476,0.133333333333333,0.0317460317460317,0,0.476190476190476,0.4,0.126984126984127,0.4,0.0158730158730159,0.2,0,11,51,1,9,6,11,0,1,54.3928571428571,0.585271317829457,183,167,81.2709030100335,1.53846153846154,1.53846153846154,72.4489795918367,18.3673469387755,25.79365,82.5,1,2,22,1,2,28,0.285714285714286,0.6,4,25,10,95,43,0.888888888888889,0.814814814814815,0.296296296296296,NA,0.555555555555556,0.178571428571429,0.785714285714286,0.214285714285714,0.964285714285714,0.642857142857143,0.538461538461538,0.296296296296296,0.148148148148148,0.740740740740741,0.909090909090909,0.444444444444444,NA,0.25,0.0740740740740741,0.185185185185185,0.333333333333333,0.666666666666667,0.037037037037037,0.592592592592593,1,780,1900,2,NA,NA,7,34,74,NA,0.202702702702703,0.285714285714286,NA,NA,NA,NA,NA,3,1,0,NA,0,NA,232.8566638,"South-South","Rivers",33
